id,trialid,source_register,date_registration,date_enrollement,retrospective_registration,normed_spon_names,recruitment_status,phase,study_type,countries,public_title,study_category,intervention,intervention_list,target_enrollment,web_address,trial_status,pcd_auto,scd_auto,rcd_auto,tabular_results,potential_other_results,registry_scraped,is_clinical_trial_manual,is_covid_manual,rcd_manual,pcd_manual,scd_manual,comments,is_intervention,is_reg_2020,is_not_withdrawn,is_eligible_study,is_rcd_cutoff_1,has_auto_reg_results_cutoff_1,is_searched_cutoff_1,is_not_withdrawn_manual,is_rcd_cutoff_1_manual,is_analysis_pop_cutoff_1,is_dupe,dupe_primary
tri03321,NCT04354519,ClinicalTrials.gov,2020-04-06,2020-03-14,TRUE,Swansea University,Recruiting,Not Applicable,Observational,United Kingdom,The United Kingdom Multiple Sclerosis Register Covid-19 Substudy,Clinical Presentation,No Intervention,No Intervention,3000,https://clinicaltrials.gov/show/NCT04354519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03322,NCT04354792,ClinicalTrials.gov,2020-04-16,2020-05-01,FALSE,Kasr El Aini Hospital,Not Recruiting,Not Applicable,Observational,Egypt,Asymptomatic COVID-19 Infection Among Healthcare Workers,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,500,https://clinicaltrials.gov/show/NCT04354792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03323,NCT04354805,ClinicalTrials.gov,2020-04-17,2020-07-01,FALSE,Cairo University,Not Recruiting,Phase 2/Phase 3,Interventional,Egypt,Administration of Chlorpromazine as a Treatment for COVID-19,Drug,Chlorpromazine,Chlorpromazine,100,https://clinicaltrials.gov/show/NCT04354805,Not yet recruiting,2020-08-01,2020-09-01,2020-08-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03324,NCT04355728,ClinicalTrials.gov,2020-04-13,2020-04-25,FALSE,Camillo Ricordi,Recruiting,Phase 1/Phase 2,Interventional,United States,Use of UC-MSCs for COVID-19 Patients,ATMP,Cells (mesenchymal),Cells (mesenchymal),24,https://clinicaltrials.gov/show/NCT04355728,Recruiting,2021-04-30,2022-05-01,2021-04-30,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03325,NCT04355767,ClinicalTrials.gov,2020-04-17,2020-07-01,FALSE,Stanford University,Not Recruiting,Phase 3,Interventional,United States,Convalescent Plasma in Outpatients With COVID-19,ATMP,Plasma,Plasma,600,https://clinicaltrials.gov/show/NCT04355767,Not yet recruiting,2022-12-01,2022-12-01,2022-12-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03326,NCT04356534,ClinicalTrials.gov,2020-04-15,2020-04-19,FALSE,Royal College of Surgeons in Ireland - Medical University of Bahrain,Recruiting,Not Applicable,Interventional,Bahrain,Convalescent Plasma Trial in COVID -19 Patients,ATMP,Plasma,Plasma,40,https://clinicaltrials.gov/show/NCT04356534,Recruiting,2020-06-30,2020-06-30,2020-06-30,0,0,TRUE,TRUE,TRUE,2020-07-09,2020-06-15,2020-07-09,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,NA
tri03327,NCT04356937,ClinicalTrials.gov,2020-04-19,2020-04-20,FALSE,Massachusetts General Hospital,Recruiting,Phase 3,Interventional,United States,Efficacy of Tocilizumab on Patients With COVID-19,Drug,Tocilizumab,Tocilizumab,278,https://clinicaltrials.gov/show/NCT04356937,Recruiting,2020-06-30,2020-08-30,2020-06-30,0,0,TRUE,TRUE,TRUE,2020-08-27,2020-07-13,2020-08-27,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,NA
tri03328,NCT04357028,ClinicalTrials.gov,2020-04-19,2020-06-16,FALSE,Kasr El Aini Hospital,Recruiting,Phase 3,Interventional,Egypt,Measles Vaccine in HCW,ATMP,Vaccine,Vaccine,200,https://clinicaltrials.gov/show/NCT04357028,Recruiting,2020-10-01,2020-11-01,2020-10-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03329,NCT04357535,ClinicalTrials.gov,2020-04-19,2020-04-12,TRUE,Hakeam Abdulaziz Hakeam,Recruiting,Not Applicable,Observational,Saudi Arabia,Prognosis of Coronavirus Disease 2019 (COVID-19) Patients Receiving Receiving Antihypertensives,Drug,ACE inhibitors or ARBs,ACE inhibitors; ARBs,226,https://clinicaltrials.gov/show/NCT04357535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03330,NCT04357639,ClinicalTrials.gov,2020-04-20,2020-05-28,FALSE,Centre Hospitalier Intercommunal Creteil,Recruiting,Not Applicable,Observational,France,Impact of Long-term Protease Inhibitors in Patients Living With HIV on the Incidence of COVID-19 ( COVIP ),Clinical Presentation,No Intervention,No Intervention,1040,https://clinicaltrials.gov/show/NCT04357639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03331,NCT04357730,ClinicalTrials.gov,2020-04-18,2020-05-14,FALSE,Denver Health and Hospital Authority,Recruiting,Phase 2,Interventional,United States,Fibrinolytic Therapy to Treat ARDS in the Setting of COVID-19 Infection,Drug,Alteplase,Alteplase,60,https://clinicaltrials.gov/show/NCT04357730,Recruiting,2020-09-01,2020-11-01,2020-09-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03332,NCT04358068,ClinicalTrials.gov,2020-04-20,2020-05-01,FALSE,National Institute of Allergy and Infectious Diseases (NIAID),Not Recruiting,Phase 2,Interventional,"United States, Puerto Rico",Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19,Drug,Hydroxychloroquine + Azithromycin,Hydroxychloroquine; Azithromycin,2000,https://clinicaltrials.gov/show/NCT04358068,"Active, not recruiting",2020-07-06,2020-07-06,2020-07-06,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03333,NCT04358380,ClinicalTrials.gov,2020-04-18,2020-04-15,TRUE,Austral University,Recruiting,Not Applicable,Observational,Argentina,Liver Injury in Patients With COVID-19,Clinical Presentation,No Intervention,No Intervention,34,https://clinicaltrials.gov/show/NCT04358380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03334,NCT04358549,ClinicalTrials.gov,2020-04-16,2020-04-17,FALSE,"Fujifilm Pharmaceuticals U.S.A., Inc.",Recruiting,Phase 2,Interventional,United States,Study of the Use of Favipiravir in Hospitalized Subjects With COVID-19,Drug,Favipiravir,Favipiravir,50,https://clinicaltrials.gov/show/NCT04358549,Recruiting,2020-08-01,2020-12-01,2020-08-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03335,NCT04358835,ClinicalTrials.gov,2020-04-16,2020-09-01,FALSE,Johns Hopkins University,Not Recruiting,Not Applicable,Interventional,No Country Given,Keto-diet for Intubated Critical Care COVID-19,Other (nutrition),Nutrition,Nutrition,15,https://clinicaltrials.gov/show/NCT04358835,Not yet recruiting,2021-09-01,2021-12-31,2021-09-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03336,NCT04359277,ClinicalTrials.gov,2020-04-20,2020-04-21,FALSE,NYU Langone Health,Recruiting,Phase 3,Interventional,United States,A Randomized Trial of Anticoagulation Strategies in COVID-19,Drug,"Enoxaparin, Heparin",Enoxaparin; Heparin,1000,https://clinicaltrials.gov/show/NCT04359277,Recruiting,2021-04-21,2021-04-21,2021-04-21,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03337,NCT04360824,ClinicalTrials.gov,2020-04-13,2020-05-06,FALSE,University of Iowa,Recruiting,Phase 4,Interventional,United States,Covid-19 Associated Coagulopathy,Drug,Enoxaparin,Enoxaparin,170,https://clinicaltrials.gov/show/NCT04360824,Recruiting,2021-04-16,2021-04-16,2021-04-16,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03338,NCT04361396,ClinicalTrials.gov,2020-04-22,2020-07-01,FALSE,Centre Hospitalier René Dubos,Recruiting,Not Applicable,Interventional,France,Assessment of the Presence of the SARS-COV-2 Virus in the Peritoneum of COVID-19 Patients,Clinical Presentation,No Intervention,No Intervention,40,https://clinicaltrials.gov/show/NCT04361396,Recruiting,2020-10-01,2020-10-01,2020-10-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03339,NCT04361552,ClinicalTrials.gov,2020-04-07,2020-04-07,FALSE,Emory University,Not Recruiting,Phase 3,Interventional,United States,Tocilizumab for the Treatment of Cytokine Release Syndrome in Patients With COVID-19 (SARS-CoV-2 Infection),Drug,Tocilizumab,Tocilizumab,0,https://clinicaltrials.gov/show/NCT04361552,Withdrawn,2020-06-02,2020-06-02,2020-06-02,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03340,NCT04362137,ClinicalTrials.gov,2020-04-22,2020-03-31,FALSE,Novartis Pharmaceuticals,Recruiting,Phase 3,Interventional,"United States, United Kingdom, Italy, Germany, Russian Federation, Spain","Phase 3 Randomized, Double-blind, Placebo-controlled Multi-center Study to Assess the Efficacy and Safety of Ruxolitinib in Patients With COVID-19 Associated Cytokine Storm (RUXCOVID)",Drug,Ruxolitinib,Ruxolitinib,402,https://clinicaltrials.gov/show/NCT04362137,Recruiting,2020-10-22,2020-10-23,2020-10-22,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03341,NCT04362332,ClinicalTrials.gov,2020-04-20,2020-04-14,TRUE,UMC Utrecht,Not Recruiting,Phase 4,Interventional,Netherlands,"Chloroquine, Hydroxychloroquine or Only Supportive Care in Patients AdmItted With Moderate to Severe COVID-19",Drug,Chloroquine vs. hydroxychloroquine,Chloroquine; hydroxychloroquine,25,https://clinicaltrials.gov/show/NCT04362332,Terminated,2020-06-08,2020-06-08,2020-06-08,0,0,TRUE,TRUE,TRUE,2020-06-08,2020-06-08,2020-06-08,protocol: https://doi.org/10.1111/eci.13297 terminated with 25 patients: https://www.umcutrecht.nl/en/over-ons/nieuws/infection-and-immunity/jun-10-dutch-study-into-anti-malarial-drug-against-covid-19-discontinued,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
tri03342,NCT04362865,ClinicalTrials.gov,2020-04-24,2020-04-27,FALSE,National Cancer Institute (NCI),Recruiting,Not Applicable,Observational,United States,Investigation of the B- and T-cell Repertoire and Immune Response in Patients With Acute and Resolved COVID-19 Infection,Clinical Presentation,No Intervention,No Intervention,150,https://clinicaltrials.gov/show/NCT04362865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03343,NCT04363203,ClinicalTrials.gov,2020-04-23,2020-04-30,FALSE,Dr. Salomeh Keyhani,Not Recruiting,Phase 3,Interventional,United States,VA Remote and Equitable Access to COVID-19 Healthcare Delivery (VA-REACH TRIAL),Drug,Hydroxychloroquine vs. Azithromycin,Hydroxychloroquine; Azithromycin,300,https://clinicaltrials.gov/show/NCT04363203,Suspended,2021-03-01,2021-08-01,2021-03-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03344,NCT04363385,ClinicalTrials.gov,2020-04-21,2020-05-15,FALSE,Centre Hospitalier Intercommunal Creteil,Recruiting,Not Applicable,Interventional,France,Collection of Biological Samples With Clinical Characterization of Covid-19 Patients,Clinical Presentation,No Intervention,No Intervention,500,https://clinicaltrials.gov/show/NCT04363385,Recruiting,2020-12-15,2020-12-15,2020-12-15,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03345,NCT04363463,ClinicalTrials.gov,2020-04-22,2020-11-01,FALSE,Centre Hospitalier Régional d'Orleans,Not Recruiting,Not Applicable,Interventional,France,Impact of Prone Position in Patients Under Spontaneous Breathing on Intubation or Non-invasive Ventilation or Death Incidence During COVID-19 Acute Respiratory Distress,Procedure,Positioning,Positioning,400,https://clinicaltrials.gov/show/NCT04363463,Not yet recruiting,2022-05-01,2022-05-01,2022-05-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03346,NCT04363853,ClinicalTrials.gov,2020-04-17,2020-06-01,FALSE,Instituto Nacional de Cancerología,Recruiting,Phase 2,Interventional,Mexico,Tocilizumab Treatment in Patients With COVID-19,Drug,Tocilizumab,Tocilizumab,200,https://clinicaltrials.gov/show/NCT04363853,Recruiting,2021-06-01,2021-08-01,2021-06-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03347,NCT04364737,ClinicalTrials.gov,2020-04-22,2020-04-17,TRUE,NYU Langone Health,Recruiting,Phase 2,Interventional,United States,Convalescent Plasma to Limit COVID-19 Complications in Hospitalized Patients,ATMP,Plasma,Plasma,300,https://clinicaltrials.gov/show/NCT04364737,Recruiting,2023-01-31,2023-04-30,2023-01-31,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03348,NCT04364763,ClinicalTrials.gov,2020-04-20,2020-06-25,FALSE,"Renibus Therapuetics, Inc.",Not Recruiting,Phase 2,Interventional,No Country Given,A Study to Evaluate the Effect of RBT-9 on Progression of COVID-19 in High-Risk Individuals (The PREVENT Study),Drug,Stannous protoporphyrin,Stannous protoporphyrin,252,https://clinicaltrials.gov/show/NCT04364763,Not yet recruiting,2021-06-30,2021-12-31,2021-06-30,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03349,NCT04364893,ClinicalTrials.gov,2020-04-07,2020-04-06,TRUE,D'Or Institute for Research and Education,Recruiting,Not Applicable,Interventional,Brazil,Angiotensin Receptor Blockers and Angiotensin-converting Enzyme Inhibitors and Adverse Outcomes in Patients With COVID19,Drug,ACE inhibitors or ARBs,ACE inhibitors; ARBs,700,https://clinicaltrials.gov/show/NCT04364893,Recruiting,2020-10-01,2020-12-01,2020-10-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03350,NCT04365101,ClinicalTrials.gov,2020-04-22,2020-05-13,FALSE,Celularity Incorporated,Recruiting,Phase 1/Phase 2,Interventional,United States,Natural Killer Cell (CYNK-001) Infusions in Adults With COVID-19 (CYNK-001-COVID-19),ATMP,Cells (NK),Cells (NK),86,https://clinicaltrials.gov/show/NCT04365101,Recruiting,2020-11-30,2021-11-30,2020-11-30,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03351,NCT04365582,ClinicalTrials.gov,2020-04-23,2020-05-07,FALSE,Groupe Hospitalier Paris Saint-Joseph,Recruiting,Phase 3,Interventional,France,OUTpatient Treatment of COVID-19 in Patients With Risk Factor for Poor Outcome,Drug,Hydroxychloroquine vs. Azithromycin vs. Lopinavir/ritonavir,Hydroxychloroquine; Azithromycin; Lopinavir/ritonavir,640,https://clinicaltrials.gov/show/NCT04365582,Recruiting,2020-08-07,2021-02-07,2020-08-07,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03352,NCT04366778,ClinicalTrials.gov,2020-04-23,2020-05-01,FALSE,Hospices Civils de Lyon,Recruiting,Not Applicable,Observational,France,Thrombosis and Covid-19,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,325,https://clinicaltrials.gov/show/NCT04366778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03353,NCT04366791,ClinicalTrials.gov,2020-04-24,2020-04-23,TRUE,Emory University,Recruiting,Phase 1/Phase 2,Interventional,United States,Radiation Eliminates Storming Cytokines and Unchecked Edema as a 1-Day Treatment for COVID-19,Other,Radiation,Radiation,10,https://clinicaltrials.gov/show/NCT04366791,Recruiting,2020-10-23,2020-10-23,2020-10-23,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03354,NCT04366986,ClinicalTrials.gov,2020-04-23,2020-06-23,FALSE,Pregistry,Recruiting,Not Applicable,Observational,United States,International Registry of Coronavirus (COVID-19) Exposure in Pregnancy,Clinical Presentation,No Intervention,No Intervention,25000,https://clinicaltrials.gov/show/NCT04366986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03355,NCT04367740,ClinicalTrials.gov,2020-04-27,2020-04-28,FALSE,"University of North Carolina, Chapel Hill",Recruiting,Not Applicable,Observational,United States,"ScreenNC, a Study to Determine the Number of Asymptomatic Individuals Who Have Antibodies to the Virus That Causes COVID-19",Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,10000,https://clinicaltrials.gov/show/NCT04367740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03356,NCT04368897,ClinicalTrials.gov,2020-04-27,2020-05-01,FALSE,"Applied Biology, Inc.",Recruiting,Not Applicable,Observational,Spain,In-vitro Diagnostic Test to Predict COVID-19 Mortality and Disease Severity,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,200,https://clinicaltrials.gov/show/NCT04368897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03357,NCT04368923,ClinicalTrials.gov,2020-04-24,2020-03-15,TRUE,Cairo University,Not Recruiting,Not Applicable,Interventional,Egypt,Management of Covid-19 Patients During Home Isolation,Drug,Oxygen,Oxygen,60,https://clinicaltrials.gov/show/NCT04368923,"Active, not recruiting",2020-06-21,2020-06-23,2020-06-21,0,0,TRUE,TRUE,TRUE,2020-06-23,2020-06-21,2020-06-23,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
tri03358,NCT04369742,ClinicalTrials.gov,2020-04-25,2020-04-15,TRUE,NYU Langone Health,Not Recruiting,Phase 2,Interventional,United States,Treating COVID-19 With Hydroxychloroquine (TEACH),Drug,Hydroxychloroquine,Hydroxychloroquine,626,https://clinicaltrials.gov/show/NCT04369742,Suspended,2020-06-01,2020-06-01,2020-06-01,0,0,TRUE,TRUE,TRUE,2021-06-01,2021-06-01,2021-06-01,Suspended which does not mean withdrawn prior to enrolling any patients (so should still report),TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,NA
tri03359,NCT04370834,ClinicalTrials.gov,2020-04-30,2020-05-28,FALSE,National Cancer Institute (NCI),Recruiting,Phase 2,Interventional,United States,Tocilizumab for Patients With Cancer and COVID-19 Disease,Drug,Tocilizumab,Tocilizumab,217,https://clinicaltrials.gov/show/NCT04370834,Recruiting,2021-11-01,2021-11-01,2021-11-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03360,NCT04371354,ClinicalTrials.gov,2020-04-28,2020-04-27,TRUE,Fundación Miguel Servet,Recruiting,Not Applicable,Observational,Spain,Outcomes of Covid-19 Protective Measures in Endoscopy,Clinical Presentation,No Intervention,No Intervention,100,https://clinicaltrials.gov/show/NCT04371354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03361,NCT04371393,ClinicalTrials.gov,2020-04-28,2020-04-30,FALSE,Icahn School of Medicine at Mount Sinai,Recruiting,Phase 3,Interventional,United States,MSCs in COVID-19 ARDS,ATMP,Cells (mesenchymal),Cells (mesenchymal),300,https://clinicaltrials.gov/show/NCT04371393,Recruiting,2021-04-01,2022-04-01,2021-04-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03362,NCT04371419,ClinicalTrials.gov,2020-04-28,2020-05-13,FALSE,"National Bureau of Economic Research, Inc.",Not Recruiting,Not Applicable,Interventional,United States,COVID-19 Health Messaging to Underserved Communities,Other,Health Education,Health Education,15475,https://clinicaltrials.gov/show/NCT04371419,Completed,2020-05-24,2020-05-24,2020-05-24,0,0,TRUE,TRUE,FALSE,2020-05-24,2020-05-24,2020-05-24,The aim of the study is to determine which messages are most effective at increasing knowledge and changing behaviors that can protect individuals and their communities from the virus.,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,TRUE,FALSE,NA,NA
tri03363,NCT04371432,ClinicalTrials.gov,2020-04-29,2020-07-01,FALSE,National Human Genome Research Institute (NHGRI),Recruiting,Not Applicable,Observational,United States,Genetics of COVID-19 Susceptibility and Manifestations,Genomics,No Intervention,No Intervention,2500,https://clinicaltrials.gov/show/NCT04371432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03364,NCT04371471,ClinicalTrials.gov,2020-04-30,2020-03-01,TRUE,Groupe Hospitalier La Rochelle,Not Recruiting,Not Applicable,Observational,France,Covid-19 Pandemic Triage Score,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,50,https://clinicaltrials.gov/show/NCT04371471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri03365,NCT04371822,ClinicalTrials.gov,2020-04-29,2020-08-01,FALSE,Kafrelsheikh University,Not Recruiting,Phase 1,Interventional,Egypt,Efficacy of Sunlight Activated Synthetic Porphyrin in COVID-19 Infected Patients,Drug,"SnPP Protoporphyrin, Porphyrin",SnPP Protoporphyrin; Porphyrin,56,https://clinicaltrials.gov/show/NCT04371822,Not yet recruiting,2020-10-01,2020-11-01,2020-10-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03366,NCT04372186,ClinicalTrials.gov,2020-04-29,2020-05-14,FALSE,"Genentech, Inc.",Recruiting,Phase 3,Interventional,"United States, Kenya, Mexico, Peru, South Africa",A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,Drug,Tocilizumab,Tocilizumab,379,https://clinicaltrials.gov/show/NCT04372186,Recruiting,2020-08-05,2020-10-05,2020-08-05,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03367,NCT04373460,ClinicalTrials.gov,2020-04-30,2020-06-03,FALSE,Johns Hopkins University,Recruiting,Phase 2,Interventional,United States,Convalescent Plasma to Limit SARS-CoV-2 Associated Complications,ATMP,Plasma,Plasma,1344,https://clinicaltrials.gov/show/NCT04373460,Recruiting,2022-12-21,2023-01-31,2022-12-21,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03368,NCT04373707,ClinicalTrials.gov,2020-05-01,2020-05-13,FALSE,CHU de Nancy,Recruiting,Phase 4,Interventional,France,Weight-Adjusted vs Fixed Low Doses of Low Molecular Weight Heparin For Venous Thromboembolism Prevention in COVID-19,Drug,Heparin,Heparin,602,https://clinicaltrials.gov/show/NCT04373707,Recruiting,2020-09-01,2020-10-01,2020-09-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03369,NCT04373733,ClinicalTrials.gov,2020-05-01,2020-05-01,TRUE,Chelsea and Westminster Hospital NHS Foundation Trust,Recruiting,Phase 3,Interventional,United Kingdom,Early Intervention in COVID-19: Favipiravir Verses HydroxycholorquiNe & Azithromycin & Zinc vErsEs Standard CaRe,Drug,Favipiravir vs. Hydroxychloroquine + Azithromycin + Zinc,Favipiravir; Hydroxychloroquine; Azithromycin; Zinc,450,https://clinicaltrials.gov/show/NCT04373733,Recruiting,2021-03-31,2021-03-31,2021-03-31,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri03370,NCT04373759,ClinicalTrials.gov,2020-04-30,2020-05-02,FALSE,Centre Hospitalier Intercommunal de Toulon La Seyne sur Mer,Recruiting,Not Applicable,Observational,"Martinique, France",Cardiac Arrest Incidence and Outcome Among Patients With COVID-19 in French ICUs,Clinical Presentation,No Intervention,No Intervention,100,https://clinicaltrials.gov/show/NCT04373759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
