id,n_trn,source,trn,registry
tri01334,1,ictrp,NCT04366947,ClinicalTrials.gov
tri01335,1,ictrp,NCT04367064,ClinicalTrials.gov
tri01336,1,ictrp,NCT04367129,ClinicalTrials.gov
tri01337,1,ictrp,NCT04367142,ClinicalTrials.gov
tri01338,1,ictrp,NCT04367350,ClinicalTrials.gov
tri01339,1,ictrp,NCT04367363,ClinicalTrials.gov
tri01340,1,ictrp,NCT04367402,ClinicalTrials.gov
tri01341,1,ictrp,NCT04367636,ClinicalTrials.gov
tri01342,1,ictrp,NCT04367714,ClinicalTrials.gov
tri01343,1,ictrp,NCT04367792,ClinicalTrials.gov
tri01344,1,ictrp,NCT04367805,ClinicalTrials.gov
tri01345,1,ictrp,NCT04367857,ClinicalTrials.gov
tri01346,1,ictrp,NCT04367896,ClinicalTrials.gov
tri01347,1,ictrp,NCT04368013,ClinicalTrials.gov
tri01348,1,ictrp,NCT04368065,ClinicalTrials.gov
tri01349,1,ictrp,NCT04368143,ClinicalTrials.gov
tri01350,1,ictrp,NCT04368156,ClinicalTrials.gov
tri01351,1,ictrp,NCT04368208,ClinicalTrials.gov
tri01352,1,ictrp,NCT04368234,ClinicalTrials.gov
tri01353,1,ictrp,NCT04368260,ClinicalTrials.gov
tri01354,1,ictrp,NCT04368299,ClinicalTrials.gov
tri01355,1,ictrp,NCT04368312,ClinicalTrials.gov
tri01356,1,ictrp,NCT04368338,ClinicalTrials.gov
tri01357,1,ictrp,NCT04368351,ClinicalTrials.gov
tri01358,1,ictrp,NCT04368377,ClinicalTrials.gov
tri01359,1,ictrp,NCT04368390,ClinicalTrials.gov
tri01360,1,ictrp,NCT04368676,ClinicalTrials.gov
tri01361,1,ictrp,NCT04368884,ClinicalTrials.gov
tri01362,1,ictrp,NCT04368975,ClinicalTrials.gov
tri01363,1,ictrp,NCT04369274,ClinicalTrials.gov
tri01364,1,ictrp,NCT04369300,ClinicalTrials.gov
tri01365,1,ictrp,NCT04369365,ClinicalTrials.gov
tri01366,1,ictrp,NCT04369378,ClinicalTrials.gov
tri01367,1,ictrp,NCT04369469,ClinicalTrials.gov
tri01368,1,ictrp,NCT04369690,ClinicalTrials.gov
tri01369,1,ictrp,NCT04369794,ClinicalTrials.gov
tri01370,1,ictrp,NCT04369807,ClinicalTrials.gov
tri01371,1,ictrp,NCT04369989,ClinicalTrials.gov
tri01372,1,ictrp,NCT04370197,ClinicalTrials.gov
tri01373,1,ictrp,NCT04370249,ClinicalTrials.gov
tri01374,1,ictrp,NCT04370275,ClinicalTrials.gov
tri01375,1,ictrp,NCT04370938,ClinicalTrials.gov
tri01376,1,ictrp,NCT04371289,ClinicalTrials.gov
tri01377,1,ictrp,NCT04371315,ClinicalTrials.gov
tri01378,1,ictrp,NCT04371523,ClinicalTrials.gov
tri01379,1,ictrp,NCT04371692,ClinicalTrials.gov
tri01380,1,ictrp,NCT04372043,ClinicalTrials.gov
tri01381,1,ictrp,NCT04372199,ClinicalTrials.gov
tri01382,1,ictrp,NCT04372368,ClinicalTrials.gov
tri01383,1,ictrp,ACTRN12620000487910,ANZCTR
tri01384,1,ictrp,ACTRN12620000524998,ANZCTR
tri01385,1,ictrp,ChiCTR2000032770,ChiCTR
tri01386,1,ictrp,ChiCTR2000032769,ChiCTR
tri01387,1,ictrp,ChiCTR2000032768,ChiCTR
tri01388,1,ictrp,ChiCTR2000032767,ChiCTR
tri01389,1,ictrp,ChiCTR2000032743,ChiCTR
tri01390,1,ictrp,ChiCTR2000032737,ChiCTR
tri01391,1,ictrp,ChiCTR2000032717,ChiCTR
tri01392,1,ictrp,ChiCTR2000032716,ChiCTR
tri01393,1,ictrp,ChiCTR2000032686,ChiCTR
tri01394,1,ictrp,ChiCTR2000032666,ChiCTR
tri01395,1,ictrp,ChiCTR2000032635,ChiCTR
tri01396,1,ictrp,ISRCTN68026880,ISRCTN
tri01397,1,ictrp,EUCTR2020-001700-42,EudraCT
tri01398,1,ictrp,EUCTR2020-001635-27,EudraCT
tri01399,1,ictrp,EUCTR2020-001766-11,EudraCT
tri01401,1,ictrp,EUCTR2020-001709-21,EudraCT
tri01402,1,ictrp,EUCTR2020-001768-27,EudraCT
tri01403,1,ictrp,EUCTR2020-001598-66,EudraCT
tri01404,1,ictrp,EUCTR2020-001786-36,EudraCT
tri01405,1,ictrp,EUCTR2020-001632-10,EudraCT
tri01406,1,ictrp,EUCTR2020-001783-28,EudraCT
tri01407,1,ictrp,EUCTR2020-000705-86,EudraCT
tri01408,1,ictrp,EUCTR2020-001891-14,EudraCT
tri01409,1,ictrp,EUCTR2020-001825-29,EudraCT
tri01410,1,ictrp,EUCTR2020-002032-69,EudraCT
tri01411,1,ictrp,EUCTR2020-001697-30,EudraCT
tri01412,1,ictrp,EUCTR2020-001603-16,EudraCT
tri01413,1,ictrp,EUCTR2020-001375-32,EudraCT
tri01413,2,ictrp,NL8504,NTR
tri01414,1,ictrp,EUCTR2020-001994-66,EudraCT
tri01415,1,ictrp,EUCTR2020-001934-37,EudraCT
tri01416,1,ictrp,EUCTR2020-002123-11,EudraCT
tri01417,1,ictrp,EUCTR2020-001474-29,EudraCT
tri01418,1,ictrp,EUCTR2020-001953-36,EudraCT
tri01419,1,ictrp,NCT04324489,ClinicalTrials.gov
tri01420,1,ictrp,NCT04333550,ClinicalTrials.gov
tri01421,1,ictrp,NCT04337047,ClinicalTrials.gov
tri01422,1,ictrp,NCT04337359,ClinicalTrials.gov
tri01423,1,ictrp,NCT04342702,ClinicalTrials.gov
tri01424,1,ictrp,NCT04343768,ClinicalTrials.gov
tri01425,1,ictrp,NCT04345614,ClinicalTrials.gov
tri01426,1,ictrp,NCT04346667,ClinicalTrials.gov
tri01427,1,ictrp,NCT04350320,ClinicalTrials.gov
tri01428,1,ictrp,NCT04354597,ClinicalTrials.gov
tri01429,1,ictrp,NCT04354701,ClinicalTrials.gov
tri01430,1,ictrp,NCT04354766,ClinicalTrials.gov
tri01431,1,ictrp,NCT04358926,ClinicalTrials.gov
tri01432,1,ictrp,NCT04359212,ClinicalTrials.gov
tri01433,1,ictrp,NCT04359602,ClinicalTrials.gov
tri01434,1,ictrp,NCT04360122,ClinicalTrials.gov
tri01435,1,ictrp,NCT04361032,ClinicalTrials.gov
tri01436,1,ictrp,NCT04364815,ClinicalTrials.gov
tri01437,1,ictrp,NCT04366765,ClinicalTrials.gov
tri01438,1,ictrp,NCT04369456,ClinicalTrials.gov
tri01439,1,ictrp,NCT04369820,ClinicalTrials.gov
tri01440,1,ictrp,NCT04369859,ClinicalTrials.gov
tri01441,1,ictrp,NCT04370171,ClinicalTrials.gov
tri01442,1,ictrp,NCT04370288,ClinicalTrials.gov
tri01443,1,ictrp,NCT04371302,ClinicalTrials.gov
tri01444,1,ictrp,NCT04371367,ClinicalTrials.gov
tri01445,1,ictrp,NCT04371406,ClinicalTrials.gov
tri01446,1,ictrp,NCT04371510,ClinicalTrials.gov
tri01447,1,ictrp,NCT04371562,ClinicalTrials.gov
tri01448,1,ictrp,NCT04371601,ClinicalTrials.gov
tri01449,1,ictrp,NCT04371679,ClinicalTrials.gov
tri01450,1,ictrp,NCT04371835,ClinicalTrials.gov
tri01451,1,ictrp,NCT04371848,ClinicalTrials.gov
tri01452,1,ictrp,NCT04371965,ClinicalTrials.gov
tri01453,1,ictrp,NCT04371978,ClinicalTrials.gov
tri01454,1,ictrp,NCT04372030,ClinicalTrials.gov
tri01455,1,ictrp,NCT04372082,ClinicalTrials.gov
tri01456,1,ictrp,NCT04372472,ClinicalTrials.gov
tri01457,1,ictrp,NCT04372576,ClinicalTrials.gov
tri01458,1,ictrp,NCT04372602,ClinicalTrials.gov
tri01459,1,ictrp,NCT04372680,ClinicalTrials.gov
tri01460,1,ictrp,NCT04372693,ClinicalTrials.gov
tri01461,1,ictrp,NCT04373005,ClinicalTrials.gov
tri01462,1,ictrp,NCT04373109,ClinicalTrials.gov
tri01463,1,ictrp,NCT04373148,ClinicalTrials.gov
tri01464,1,ictrp,NCT04373213,ClinicalTrials.gov
tri01465,1,ictrp,NCT04373291,ClinicalTrials.gov
tri01465,2,ictrp,EUCTR2020-001888-90,EudraCT
tri01466,1,ictrp,NCT04373382,ClinicalTrials.gov
tri01467,1,ictrp,NCT04373486,ClinicalTrials.gov
tri01468,1,ictrp,NCT04373824,ClinicalTrials.gov
tri01469,1,ictrp,NCT04374058,ClinicalTrials.gov
tri01470,1,ictrp,NCT04374071,ClinicalTrials.gov
tri01471,1,ictrp,NCT04374123,ClinicalTrials.gov
tri01472,1,ictrp,NCT04374149,ClinicalTrials.gov
tri01473,1,ictrp,NCT04374422,ClinicalTrials.gov
tri01474,1,ictrp,NCT04374474,ClinicalTrials.gov
tri01475,1,ictrp,NCT04374487,ClinicalTrials.gov
tri01476,1,ictrp,NCT04374539,ClinicalTrials.gov
tri01477,1,ictrp,NCT04374552,ClinicalTrials.gov
tri01478,1,ictrp,NCT04374695,ClinicalTrials.gov
tri01479,1,ictrp,NCT04374903,ClinicalTrials.gov
tri01480,1,ictrp,NCT04375176,ClinicalTrials.gov
tri01481,1,ictrp,NCT04375202,ClinicalTrials.gov
tri01481,2,auto,EUCTR2020-001475-33,EudraCT
tri01482,1,ictrp,NCT04251871,ClinicalTrials.gov
tri01483,1,ictrp,NCT04280705,ClinicalTrials.gov
tri01483,2,auto,EUCTR2020-001052-18,EudraCT
tri01483,3,auto,JPRN-jRCT2031190264,jRCT
tri01484,1,ictrp,NCT04322513,ClinicalTrials.gov
tri01485,1,ictrp,NCT04326790,ClinicalTrials.gov
tri01485,2,auto,EUCTR2020-001455-40,EudraCT
tri01486,1,ictrp,NCT04333225,ClinicalTrials.gov
tri01487,1,ictrp,NCT04333355,ClinicalTrials.gov
tri01488,1,ictrp,NCT04333732,ClinicalTrials.gov
tri01488,2,ictrp,ISRCTN99916292,ISRCTN
tri01489,1,ictrp,NCT04336332,ClinicalTrials.gov
tri01490,1,ictrp,NCT04336774,ClinicalTrials.gov
tri01491,1,ictrp,NCT04340232,ClinicalTrials.gov
tri01492,1,ictrp,NCT04341441,ClinicalTrials.gov
tri01493,1,ictrp,NCT04341870,ClinicalTrials.gov
tri01494,1,ictrp,NCT04342806,ClinicalTrials.gov
tri01495,1,ictrp,NCT04343898,ClinicalTrials.gov
tri01496,1,ictrp,NCT04343989,ClinicalTrials.gov
tri01497,1,ictrp,NCT04344041,ClinicalTrials.gov
tri01497,2,ictrp,EUCTR2020-001602-34,EudraCT
tri01498,1,ictrp,NCT04346082,ClinicalTrials.gov
tri01499,1,ictrp,NCT04348071,ClinicalTrials.gov
tri01500,1,ictrp,NCT04349098,ClinicalTrials.gov
tri01500,2,ictrp,EUCTR2020-001411-25,EudraCT
tri01501,1,ictrp,NCT04351906,ClinicalTrials.gov
tri01502,1,ictrp,NCT04353141,ClinicalTrials.gov
tri01503,1,ictrp,NCT04353583,ClinicalTrials.gov
tri01504,1,ictrp,NCT04354610,ClinicalTrials.gov
tri01505,1,ictrp,NCT04355637,ClinicalTrials.gov
tri01505,2,ictrp,EUCTR2020-001616-18,EudraCT
tri01506,1,ictrp,NCT04356885,ClinicalTrials.gov
tri01507,1,ictrp,NCT04357314,ClinicalTrials.gov
tri01508,1,ictrp,NCT04357990,ClinicalTrials.gov
tri01509,1,ictrp,NCT04359121,ClinicalTrials.gov
tri01510,1,ictrp,NCT04359927,ClinicalTrials.gov
tri01511,1,ictrp,NCT04362969,ClinicalTrials.gov
tri01512,1,ictrp,NCT04363008,ClinicalTrials.gov
tri01513,1,ictrp,NCT04363216,ClinicalTrials.gov
tri01514,1,ictrp,NCT04363437,ClinicalTrials.gov
tri01515,1,ictrp,NCT04363593,ClinicalTrials.gov
tri01516,1,ictrp,NCT04365972,ClinicalTrials.gov
tri01517,1,ictrp,NCT04366934,ClinicalTrials.gov
tri01518,1,ictrp,NCT04367207,ClinicalTrials.gov
tri01519,1,ictrp,NCT04368637,ClinicalTrials.gov
tri01520,1,ictrp,NCT04370015,ClinicalTrials.gov
tri01521,1,ictrp,NCT04370678,ClinicalTrials.gov
tri01522,1,ictrp,NCT04371250,ClinicalTrials.gov
tri01523,1,ictrp,NCT04371640,ClinicalTrials.gov
tri01524,1,ictrp,NCT04372004,ClinicalTrials.gov
tri01525,1,ictrp,NCT04373161,ClinicalTrials.gov
tri01526,1,ictrp,NCT04373889,ClinicalTrials.gov
tri01527,1,ictrp,NCT04374019,ClinicalTrials.gov
tri01528,1,ictrp,NCT04374032,ClinicalTrials.gov
tri01529,1,ictrp,NCT04374045,ClinicalTrials.gov
tri01530,1,ictrp,NCT04374097,ClinicalTrials.gov
tri01531,1,ictrp,NCT04374110,ClinicalTrials.gov
tri01532,1,ictrp,NCT04374279,ClinicalTrials.gov
tri01533,1,ictrp,NCT04374370,ClinicalTrials.gov
tri01534,1,ictrp,NCT04374617,ClinicalTrials.gov
tri01535,1,ictrp,NCT04374838,ClinicalTrials.gov
tri01536,1,ictrp,NCT04374942,ClinicalTrials.gov
tri01536,2,ictrp,ISRCTN14326006,ISRCTN
tri01537,1,ictrp,NCT04375137,ClinicalTrials.gov
tri01538,1,ictrp,NCT04375644,ClinicalTrials.gov
tri01539,1,ictrp,NCT04375748,ClinicalTrials.gov
tri01540,1,ictrp,NCT04375774,ClinicalTrials.gov
tri01541,1,ictrp,NCT04376398,ClinicalTrials.gov
tri01542,1,ictrp,NCT04376515,ClinicalTrials.gov
tri01543,1,ictrp,NCT04376593,ClinicalTrials.gov
tri01544,1,ictrp,NCT04376710,ClinicalTrials.gov
tri01545,1,ictrp,NCT04376788,ClinicalTrials.gov
tri01546,1,ictrp,NCT04376853,ClinicalTrials.gov
tri01547,1,ictrp,NCT04376905,ClinicalTrials.gov
tri01548,1,ictrp,NCT04376944,ClinicalTrials.gov
tri01549,1,ictrp,NCT04376996,ClinicalTrials.gov
tri01550,1,ictrp,NCT04377035,ClinicalTrials.gov
tri01551,1,ictrp,NCT04377074,ClinicalTrials.gov
tri01552,1,ictrp,NCT04377308,ClinicalTrials.gov
tri01553,1,ictrp,NCT04377412,ClinicalTrials.gov
tri01554,1,ictrp,NCT04377425,ClinicalTrials.gov
tri01555,1,ictrp,NCT04377464,ClinicalTrials.gov
tri01556,1,ictrp,NCT04377477,ClinicalTrials.gov
tri01557,1,ictrp,NCT04377503,ClinicalTrials.gov
tri01558,1,ictrp,NCT04377581,ClinicalTrials.gov
tri01559,1,ictrp,NCT04377646,ClinicalTrials.gov
tri01560,1,ictrp,NCT04377750,ClinicalTrials.gov
tri01561,1,ictrp,NCT04377763,ClinicalTrials.gov
tri01562,1,ictrp,NCT04377802,ClinicalTrials.gov
tri01563,1,ictrp,NCT04377815,ClinicalTrials.gov
tri01564,1,ictrp,NCT04377997,ClinicalTrials.gov
tri01565,1,ictrp,NCT04378244,ClinicalTrials.gov
tri01566,1,ictrp,NCT04378257,ClinicalTrials.gov
tri01567,1,ictrp,NCT04378452,ClinicalTrials.gov
tri01568,1,ictrp,NCT04378595,ClinicalTrials.gov
tri01569,1,ictrp,NCT04378829,ClinicalTrials.gov
tri01570,1,ictrp,NCT04378881,ClinicalTrials.gov
tri01571,1,ictrp,NCT04379037,ClinicalTrials.gov
tri01572,1,ictrp,NCT04379089,ClinicalTrials.gov
tri01573,1,ictrp,NCT04379154,ClinicalTrials.gov
tri01574,1,ictrp,NCT04379232,ClinicalTrials.gov
tri01575,1,ictrp,NCT04379245,ClinicalTrials.gov
tri01576,1,ictrp,NCT04379297,ClinicalTrials.gov
tri01577,1,ictrp,NCT04379336,ClinicalTrials.gov
tri01578,1,ictrp,NCT04379440,ClinicalTrials.gov
tri01579,1,ictrp,NCT04379466,ClinicalTrials.gov
tri01580,1,ictrp,NCT04379479,ClinicalTrials.gov
tri01581,1,ictrp,NCT04379518,ClinicalTrials.gov
tri01582,1,ictrp,NCT04379661,ClinicalTrials.gov
tri01583,1,ictrp,NCT04380519,ClinicalTrials.gov
tri01584,1,ictrp,NCT04380870,ClinicalTrials.gov
tri01585,1,ictrp,NCT04380948,ClinicalTrials.gov
tri01586,1,ictrp,ISRCTN87832712,ISRCTN
tri01587,1,ictrp,ISRCTN20867558,ISRCTN
tri01588,1,ictrp,ISRCTN97041334,ISRCTN
tri01589,1,ictrp,ISRCTN10666798,ISRCTN
tri01590,1,ictrp,ChiCTR2000033003,ChiCTR
tri01591,1,ictrp,ChiCTR2000032919,ChiCTR
tri01592,1,ictrp,ChiCTR2000032915,ChiCTR
tri01593,1,ictrp,ChiCTR2000032895,ChiCTR
tri01594,1,ictrp,ChiCTR2000032884,ChiCTR
tri01595,1,ictrp,ChiCTR2000032842,ChiCTR
tri01596,1,ictrp,ChiCTR2000030262,ChiCTR
tri01597,1,ictrp,ChiCTR2000029638,ChiCTR
tri01598,1,ictrp,ChiCTR2000029605,ChiCTR
tri01599,1,ictrp,ACTRN12620000555954,ANZCTR
tri01600,1,ictrp,ACTRN12620000554965,ANZCTR
tri01601,1,ictrp,ACTRN12620000557932,ANZCTR
tri01602,1,ictrp,ACTRN12620000566932,ANZCTR
tri01603,1,ictrp,IRCT20200314046764N1,IRCT
tri01604,1,ictrp,IRCT20150303021315N17,IRCT
tri01605,1,ictrp,IRCT20200312046749N1,IRCT
tri01606,1,ictrp,IRCT20190727044343N2,IRCT
tri01607,1,ictrp,IRCT20171122037571N2,IRCT
tri01608,1,ictrp,IRCT20200324046850N2,IRCT
tri01609,1,ictrp,IRCT20200323046841N1,IRCT
tri01610,1,ictrp,IRCT20200322046833N1,IRCT
tri01611,1,ictrp,IRCT20160131026298N2,IRCT
tri01612,1,ictrp,IRCT20190804044429N1,IRCT
tri01613,1,ictrp,IRCT20160313027033N2,IRCT
tri01614,1,ictrp,IRCT20200204046369N1,IRCT
tri01615,1,ictrp,IRCT20180712040449N2,IRCT
tri01616,1,ictrp,IRCT20130812014333N145,IRCT
tri01617,1,ictrp,IRCT20200325046859N1,IRCT
tri01618,1,ictrp,IRCT20161204031229N3,IRCT
tri01619,1,ictrp,IRCT20151228025732N51,IRCT
tri01620,1,ictrp,IRCT20130917014693N10,IRCT
tri01621,1,ictrp,IRCT20180610040049N4,IRCT
tri01622,1,ictrp,IRCT20130812014333N147,IRCT
tri01623,1,ictrp,IRCT20081019001369N2,IRCT
tri01624,1,ictrp,IRCT20200402046923N1,IRCT
tri01625,1,ictrp,IRCT20200328046886N1,IRCT
tri01626,1,ictrp,IRCT20131215015805N2,IRCT
tri01627,1,ictrp,IRCT20200404046933N1,IRCT
tri01628,1,ictrp,IRCT20200404046937N1,IRCT
tri01629,1,ictrp,IRCT20080901001157N16,IRCT
tri01630,1,ictrp,IRCT20200404046934N1,IRCT
tri01631,1,ictrp,IRCT20200403046926N1,IRCT
tri01632,1,ictrp,IRCT20151228025732N53,IRCT
tri01633,1,ictrp,IRCT20130306012728N8,IRCT
tri01634,1,ictrp,IRCT20180429039463N2,IRCT
tri01635,1,ictrp,IRCT20200404046935N1,IRCT
tri01636,1,ictrp,IRCT20151227025726N14,IRCT
tri01637,1,ictrp,IRCT20200405046958N1,IRCT
tri01638,1,ictrp,IRCT20200406046965N1,IRCT
tri01639,1,ictrp,IRCT20200405046960N1,IRCT
tri01640,1,ictrp,IRCT20200318046812N2,IRCT
tri01641,1,ictrp,IRCT20200317046797N4,IRCT
tri01642,1,ictrp,IRCT20200404046948N1,IRCT
tri01643,1,ictrp,IRCT20180520039738N2,IRCT
tri01644,1,ictrp,IRCT20081019001369N4,IRCT
tri01645,1,ictrp,IRCT20081019001369N3,IRCT
tri01646,1,ictrp,IRCT20200408046992N1,IRCT
tri01647,1,ictrp,IRCT20200408046987N1,IRCT
tri01648,1,ictrp,IRCT20180129038542N1,IRCT
tri01649,1,ictrp,IRCT20200317046797N3,IRCT
tri01650,1,ictrp,IRCT20200317046797N5,IRCT
tri01651,1,ictrp,IRCT20200404046937N2,IRCT
tri01652,1,ictrp,IRCT20180923041093N5,IRCT
tri01653,1,ictrp,IRCT20160131026298N3,IRCT
tri01654,1,ictrp,IRCT20200406046968N1,IRCT
tri01655,1,ictrp,IRCT20150808023559N20,IRCT
tri01656,1,ictrp,IRCT20130616013690N7,IRCT
tri01657,1,ictrp,IRCT20200410047009N1,IRCT
tri01658,1,ictrp,IRCT20200409047007N1,IRCT
tri01659,1,ictrp,IRCT20200408046990N1,IRCT
tri01660,1,ictrp,IRCT20200411047025N1,IRCT
tri01661,1,ictrp,IRCT20080901001165N46,IRCT
tri01662,1,ictrp,IRCT20200406046963N1,IRCT
tri01663,1,ictrp,IRCT20190122042450N4,IRCT
tri01664,1,ictrp,IRCT20200411047030N1,IRCT
tri01665,1,ictrp,IRCT20200406046968N2,IRCT
tri01666,1,ictrp,IRCT20200413047053N1,IRCT
tri01667,1,ictrp,IRCT20081019001369N5,IRCT
tri01668,1,ictrp,IRCT20200408046988N1,IRCT
tri01669,1,ictrp,IRCT20200413047062N1,IRCT
tri01670,1,ictrp,IRCT20191125045492N2,IRCT
tri01671,1,ictrp,IRCT20200406046968N3,IRCT
tri01672,1,ictrp,IRCT20200413047063N1,IRCT
tri01673,1,ictrp,IRCT20200413047052N1,IRCT
tri01674,1,ictrp,IRCT20200414047072N1,IRCT
tri01675,1,ictrp,IRCT20200414047070N1,IRCT
tri01676,1,ictrp,IRCT20170210032478N3,IRCT
tri01677,1,ictrp,IRCT20200415047082N1,IRCT
tri01678,1,ictrp,IRCT20200413047056N1,IRCT
tri01679,1,ictrp,IRCT20200418047116N1,IRCT
tri01680,1,ictrp,IRCT20200415047089N1,IRCT
tri01681,1,ictrp,IRCT20200415047092N1,IRCT
tri01682,1,ictrp,IRCT20200416047104N1,IRCT
tri01683,1,ictrp,IRCT20200417047113N1,IRCT
tri01684,1,ictrp,IRCT20200416047099N1,IRCT
tri01685,1,ictrp,IRCT20200418047122N1,IRCT
tri01686,1,ictrp,IRCT20200418047121N2,IRCT
tri01687,1,ictrp,IRCT20140407017169N2,IRCT
tri01688,1,ictrp,IRCT20200329046892N1,IRCT
tri01689,1,ictrp,IRCT20080901001165N48,IRCT
tri01690,1,ictrp,IRCT20151222025660N2,IRCT
tri01691,1,ictrp,IRCT20200420047147N1,IRCT
tri01692,1,ictrp,IRCT20200421047155N1,IRCT
tri01693,1,ictrp,IRCT20080901001165N49,IRCT
tri01694,1,ictrp,IRCT20200422047168N1,IRCT
tri01695,1,ictrp,IRCT20200408046990N2,IRCT
tri01696,1,ictrp,IRCT20180114038350N3,IRCT
tri01697,1,ictrp,IRCT20200426047206N1,IRCT
tri01698,1,ictrp,IRCT20120215009014N353,IRCT
tri01699,1,ictrp,IRCT20140305016852N4,IRCT
tri01700,1,ictrp,IRCT20180425039414N2,IRCT
tri01701,1,ictrp,IRCT20200427047215N1,IRCT
tri01702,1,ictrp,IRCT20121216011763N46,IRCT
tri01703,1,ictrp,IRCT20200426047212N1,IRCT
tri01704,1,ictrp,IRCT20080901001165N50,IRCT
tri01705,1,ictrp,IRCT20080901001165N51,IRCT
tri01706,1,ictrp,IRCT20200418047121N1,IRCT
tri01707,1,ictrp,IRCT20150808023559N21,IRCT
tri01708,1,ictrp,IRCT20200501047258N1,IRCT
tri01709,1,ictrp,IRCT20131129015584N2,IRCT
tri01710,1,ictrp,IRCT20080901001165N52,IRCT
tri01711,1,ictrp,IRCT20160706028815N5,IRCT
tri01712,1,ictrp,IRCT20171213037866N2,IRCT
tri01713,1,ictrp,IRCT20200326046868N1,IRCT
tri01714,1,ictrp,IRCT20200508047346N1,IRCT
tri01715,1,ictrp,IRCT20120215009014N354,IRCT
tri01716,1,ictrp,KCT0005005,CRiS
tri01717,1,ictrp,KCT0005003,CRiS
tri01718,1,ictrp,JPRN-UMIN000039873,UMIN-CTR
tri01719,1,ictrp,JPRN-UMIN000040162,UMIN-CTR
tri01720,1,ictrp,JPRN-UMIN000040193,UMIN-CTR
tri01721,1,ictrp,JPRN-UMIN000040211,UMIN-CTR
tri01722,1,ictrp,JPRN-UMIN000040235,UMIN-CTR
tri01723,1,ictrp,JPRN-UMIN000040250,UMIN-CTR
tri01724,1,ictrp,JPRN-UMIN000040278,UMIN-CTR
tri01725,1,ictrp,JPRN-UMIN000040286,UMIN-CTR
tri01726,1,ictrp,JPRN-UMIN000040289,UMIN-CTR
tri01727,1,ictrp,JPRN-UMIN000040295,UMIN-CTR
tri01728,1,ictrp,JPRN-UMIN000040335,UMIN-CTR
tri01729,1,ictrp,JPRN-UMIN000040401,UMIN-CTR
tri01730,1,ictrp,CTRI/2020/03/024402,CTRI
tri01731,1,ictrp,CTRI/2020/04/024442,CTRI
tri01732,1,ictrp,CTRI/2020/04/024413,CTRI
tri01733,1,ictrp,CTRI/2020/04/024473,CTRI
tri01734,1,ictrp,CTRI/2020/04/024479,CTRI
tri01735,1,ictrp,CTRI/2020/04/024636,CTRI
tri01736,1,ictrp,CTRI/2020/04/024659,CTRI
tri01737,1,ictrp,CTRI/2020/04/024697,CTRI
tri01738,1,ictrp,CTRI/2020/04/024731,CTRI
tri01739,1,ictrp,CTRI/2020/04/024729,CTRI
tri01740,1,ictrp,CTRI/2020/04/024772,CTRI
tri01741,1,ictrp,CTRI/2020/04/024747,CTRI
tri01742,1,ictrp,CTRI/2020/04/024775,CTRI
tri01743,1,ictrp,CTRI/2020/04/024749,CTRI
tri01744,1,ictrp,CTRI/2020/04/024806,CTRI
tri01745,1,ictrp,CTRI/2020/04/024804,CTRI
tri01746,1,ictrp,CTRI/2020/04/024776,CTRI
tri01747,1,ictrp,CTRI/2020/04/024784,CTRI
tri01748,1,ictrp,CTRI/2020/04/024805,CTRI
tri01749,1,ictrp,CTRI/2020/04/024833,CTRI
tri01751,1,ictrp,CTRI/2020/04/024857,CTRI
tri01752,1,ictrp,CTRI/2020/04/024859,CTRI
tri01753,1,ictrp,CTRI/2020/04/024858,CTRI
tri01754,1,ictrp,CTRI/2020/04/024882,CTRI
tri01755,1,ictrp,CTRI/2020/04/024904,CTRI
tri01756,1,ictrp,CTRI/2020/04/024883,CTRI
tri01757,1,ictrp,CTRI/2020/04/024914,CTRI
tri01758,1,ictrp,CTRI/2020/04/024915,CTRI
tri01759,1,ictrp,CTRI/2020/04/024948,CTRI
tri01760,1,ictrp,CTRI/2020/04/024949,CTRI
tri01761,1,ictrp,CTRI/2020/04/024947,CTRI
tri01762,1,ictrp,CTRI/2020/05/024967,CTRI
tri01763,1,ictrp,CTRI/2020/05/024959,CTRI
tri01764,1,ictrp,CTRI/2020/05/024969,CTRI
tri01765,1,ictrp,CTRI/2020/05/024962,CTRI
tri01766,1,ictrp,CTRI/2020/05/024981,CTRI
tri01767,1,ictrp,CTRI/2020/05/024982,CTRI
tri01768,1,ictrp,CTRI/2020/05/024983,CTRI
tri01769,1,ictrp,CTRI/2020/05/024984,CTRI
tri01770,1,ictrp,CTRI/2020/05/025010,CTRI
tri01771,1,ictrp,CTRI/2020/05/024989,CTRI
tri01772,1,ictrp,CTRI/2020/05/024986,CTRI
tri01773,1,ictrp,CTRI/2020/05/025013,CTRI
tri01774,1,ictrp,CTRI/2020/05/025022,CTRI
tri01775,1,ictrp,CTRI/2020/05/025067,CTRI
tri01776,1,ictrp,CTRI/2020/05/025041,CTRI
tri01777,1,ictrp,CTRI/2020/05/025049,CTRI
tri01778,1,ictrp,CTRI/2020/05/025069,CTRI
tri01779,1,ictrp,CTRI/2020/05/025070,CTRI
tri01780,1,ictrp,CTRI/2020/05/025068,CTRI
tri01781,1,ictrp,CTRI/2020/05/025071,CTRI
tri01782,1,ictrp,CTRI/2020/05/025088,CTRI
tri01783,1,ictrp,CTRI/2020/05/025089,CTRI
tri01784,1,ictrp,CTRI/2020/05/025093,CTRI
tri01785,1,ictrp,CTRI/2020/05/025092,CTRI
